id,timestamp,lat,lon,option1
00055936b2152889657480423ae8ce61,2019-10-15 08:39:43.000000 UTC,35.6817337,139.7693117,東京都
00055936b2152889657480423ae8ce61,2019-10-15 08:45:46.000000 UTC,35.6817247,139.7693088,東京都
00055936b2152889657480423ae8ce61,2019-10-15 08:55:16.000000 UTC,35.6817165,139.7693384,東京都
00055936b2152889657480423ae8ce61,2019-10-15 08:30:06.000000 UTC,35.6823647,139.7687134,東京都
0005e4fc4c267be4a98dfa2ee8f2aaf2,2019-10-15 08:01:28.000000 UTC,35.680023,139.7685933,東京都
0005e4fc4c267be4a98dfa2ee8f2aaf2,2019-10-15 08:01:18.000000 UTC,35.6800731,139.7686145,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:58:42.000000 UTC,35.6780497,139.7726096,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:32:48.000000 UTC,35.6788699,139.7730353,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:53:35.000000 UTC,35.6787109,139.7733548,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:38:25.000000 UTC,35.67887,139.7730353,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:27:45.000000 UTC,35.6793467,139.7720769,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:17:43.000000 UTC,35.6826152,139.7737663,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:43:33.000000 UTC,35.677648,139.7722004,東京都
000606f21b41b722a049cff0fc1bba6a,2019-10-15 08:22:45.000000 UTC,35.679114,139.7719759,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:42:54.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:25:17.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:58:04.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:47:57.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:15:06.000000 UTC,35.6786241,139.7740052,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:32:43.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:52:33.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:27:42.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:53:00.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:37:46.000000 UTC,35.6786652,139.7744077,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:10:05.000000 UTC,35.6811756,139.7738167,東京都
0007064fcb55202636060d93538f929d,2019-10-15 08:16:21.000000 UTC,35.6787107,139.7741849,東京都
00089d4174816bc3840abd56428ec391,2019-10-15 08:16:02.000000 UTC,35.6842035,139.7784674,神奈川県
